魚の名前,英名,保存した画像ファイル名,分類,解説,image2,image3
デバスズメダイ,Blue green damselfish,debasuzumedai6.jpg,スズメダイ科,"全長：8cm
生息：枝サンゴの周囲に群生する。
分布：奄美大島以南、西太平洋。
レア度：★★☆☆☆
人気：★★★★☆

撮り易さ：★★★☆☆",debasuzumedai7.jpg,debasuzumedai2.jpg
アオバスズメダイ,Black-axil chromis,aobasuzumedai1.jpg,スズメダイ科,"全長：10cm
生息：枝サンゴの周囲に群生する。
分布：奄美大島以南、西太平洋。
レア度：★★★☆☆
人気：★★☆☆☆
撮り易さ：★★★☆☆",欠損,欠損
ササスズメダイ,Scaly chromis,sasasuzumedai1.jpg,スズメダイ科,"全長：6cm
生息：岩礁域に小さな群れを形成する。
分布：伊豆諸島、琉球列島、東アフリカから太平洋
レア度：★★★☆☆
人気：★★☆☆☆
撮り易さ：★★☆☆☆",欠損,欠損
ナミスズメダイ,White-belly damsel,namisuzumedai4.jpg,スズメダイ科,"全長：12cm
生息：サンゴ礁域。
分布：琉球列島、インド洋から太平洋。
レア度：★★★☆☆
人気：★★☆☆☆
撮り易さ：★★★☆☆",namisuzumedai5.jpg,namisuzumedai3.jpg
サルファーダムゼル,Sulphur damsel,sulphurdamsel1.jpg,スズメダイ科,"全長：8cm
分布：紅海、西インド洋
レア度：★★★★☆

人気：★★★☆☆
写真映え：★★★☆☆
鮮やかな黄色のスズメダイ。胸鰭基底に黒斑を持つ。",sulphurdamsel2.jpg,欠損
ソラスズメダイ,Neon damselfish,sorasuzumedai1.jpg,スズメダイ科,"全長：8cm
生息：サンゴ礁、岩礁域に群れで生息する。
分布：千葉県・新潟県以南、西太平洋。
レア度：★☆☆☆☆
人気：★★★☆☆
撮り易さ：★★★☆☆",sorasuzumedai2.jpg,sorasuzumedai3.jpg
バイカラーダムゼル,Bicolor damsel,bicolordamsel1.jpg,スズメダイ科,"全長：8cm
分布：西部大西洋、カリブ海
レア度：★★★☆☆
人気：★★★☆☆
写真映え：★★★☆☆
バイカラーというより、黒白黄色のトリカラー。",bicolordamsel2.jpg,欠損
サージェントメジャー,Sergeant Major,sergeantmajor1.jpg,スズメダイ科,"全長：18cm
分布：カリブ海
レア度：★★★☆☆
人気：★★★☆☆
写真映え：★★★☆☆
カリブ海固有種。オヤビッチャやパナミックサージェントメジャーとは別種。",sergeantmajor2.jpg,欠損
デルタスズメダイ,Deep reef chromis,deltasuzumedai1.jpg,スズメダイ科,"全長：5cm
生息：岩礁域の底層。
分布：伊豆半島以南、西太平洋。
レア度：★★★★☆

人気：★★★☆☆
撮り易さ：★★★☆☆",deltasuzumedai2.jpg,deltasuzumedai3.jpg
オジロスズメダイ,Whitetail damsel,ojirosuzumedai1.jpg,スズメダイ科,"全長：10cm
生息：浅いサンゴ礁域。
分布：八丈島以南、インド洋から西太平洋。
レア度：★★☆☆☆
人気：★★☆☆☆
撮り易さ：★★☆☆☆",欠損,欠損
グアムリーフダムゼル,Guam reef-damsel,guamreefdamsel1.jpg,スズメダイ科,"全長：8cm
生息：サンゴ礁域の中底層。
分布：マリアナ諸島、西太平洋。
レア度：★★★★☆

人気：★★★☆☆
撮り易さ：★★☆☆☆",guamreefdamsel3.jpg,guamreefdamsel2.jpg
ホワイトフィンダムゼル,Whitefin damsel,whitefindamsel1.jpg,スズメダイ科,"全長：7cm
分布：紅海、西インド洋
レア度：★★★★☆

人気：★★☆☆☆
写真映え：★★☆☆☆
隠れる場所のあるサンゴ礁、岩礁域に生息する。",欠損,欠損
オナガスズメダイ,Allen's chromis,onagasuzumedai1.jpg,スズメダイ科,"全長：8cm
生息：サンゴ礁、岩礁域に生息する。水深
2～60m。
分布：伊豆諸島以南、琉球列島、台湾などに分布。
レア度：★★★☆☆
人気：★★☆☆☆
撮り易さ：★★☆☆☆
体色がやや茶色いことで近似種と区別できる。",onagasuzumedai2.jpg,onagasuzumedai3.jpg
ブルースポットダムゼル,Bluespot damsel,bluespotdamsel1.jpg,スズメダイ科,"全長：10cm
生息：サンゴ礁域。
分布：インドネシア、フィリピンなど。
レア度：★★★☆☆
人気：★★☆☆☆
撮り易さ：★★☆☆☆",欠損,欠損
ブルーバックダムゼル,Blueback damsel,bluebackdamsel2.jpg,スズメダイ科,"全長：12cm
生息：浅いサンゴ礁域。
分布：インド洋から西部太平洋
レア度：★★★★☆

人気：★★★☆☆
撮り易さ：★★☆☆☆",bluebackdamsel3.jpg,bluebackdamsel1.jpg
ペールテールダムゼル,Paletail damsel,paletaildamsel1.jpg,スズメダイ科,"全長：11cm
分布：紅海、西インド洋
レア度：★★★★☆

人気：★★☆☆☆
写真映え：★★☆☆☆
潮通しのよいサンゴ礁域に生息する。",欠損,欠損
トリスポットクロミス,Trispot chromis,trispotchromis1.jpg,スズメダイ科,"全長：6cm
分布：紅海
レア度：★★★★★
人気：★★☆☆☆
写真映え：★★☆☆☆
Triplespot
chromisとしている図鑑もあったけど、今回はより検索結果の多かったTrispotの名前を採用した。",欠損,欠損
リボンスズメダイ,Freshwater demoiselle,ribonsuzumedai2.jpg,スズメダイ科,"全長：8cm
生息：河口汽水域やマングローブ帯。
分布：琉球列島、インドから西太平洋。
レア度：★★★☆☆
人気：★★☆☆☆
撮り易さ：★★☆☆☆",ribonsuzumedai1.jpg,欠損
シマスズメダイ,Blackspot sergean,shimasuzumedai1.jpg,スズメダイ科,"全長：20cm
分布：西太平洋、紅海、インド洋
レア度：★★☆☆☆
人気：★★★☆☆
写真映え：★★★☆☆
ごく浅いサンゴ礁、岩礁域に生息する。",欠損,欠損
アマミスズメダイ,Stout chromis,amamisuzumedai3.jpg,スズメダイ科,"全長：18cm
生息：水深
20～30mの岩礁域を遊泳する。
分布：伊豆諸島以南、インドから西太平洋。
レア度：★★☆☆☆
人気：★★☆☆☆
撮り易さ：★★★☆☆",amamisuzumedai6.jpg,amamisuzumedai5.jpg
アサドスズメダイ,Scaly damsel,asadosuzumedai8.jpg,スズメダイ科,"全長：6cm
生息：浅いサンゴ礁域に群れで生息する。
分布：琉球列島、西太平洋。
レア度：★★☆☆☆
人気：★★★☆☆
撮り易さ：★★☆☆☆",asadosuzumedai7.jpg,asadosuzumedai5.jpg
カクレクマノミ,False crown Anemonefish,kakurekumanomi10.jpg,スズメダイ科,"全長：9cm
生息：サンゴ礁でハタゴイソギンチャクと共生する。水深
2～15m。
分布：南日本からフィリピン、インドネシア、西オーストラリアに分布。
レア度：★★★☆☆
人気：★★★★★
撮り易さ：★★★★☆
",kakurekumanomi9.jpg,kakurekumanomi5.jpg
トウアカクマノミ,Saddleback Anemonefish,touakakumanomi7.jpg,スズメダイ科,"全長：12cm
生息：砂地のイボハタゴイソギンチャクなどと共生する。
分布：インドネシアや西オーストラリアにかけての西太平洋。
レア度：★★★★☆

人気：★★★☆☆
撮り易さ：★★★☆☆
日本では沖縄以南に特に慶良間諸島に分布する。",touakakumanomi6.jpg,touakakumanomi5.jpg
イミテーターダムゼル,Imitator damsel,imitatordamsel1.jpg,スズメダイ科,"全長：8cm
生息：サンゴ礁域。
分布：ニューカレドニア
レア度：★★★★☆

人気：★★☆☆☆
撮り易さ：★★☆☆☆",imitatordamsel2.jpg,欠損
アルファスズメダイ,Yellow speckled chromis,alphasuzumedai3.jpg,スズメダイ科,"全長：10cm
生息：潮通しのよいサンゴ礁周囲。
分布：琉球半島、インド洋から太平洋。
レア度：★★★★☆

人気：★★★☆☆
撮り易さ：★★★☆☆",alphasuzumedai4.jpg,alphasuzumedai2.jpg
セジロクマノミ,Orange Anemonefish,sejirokumanomi1.jpg,スズメダイ科,"全長：12cm
生息：潮通しの良いサンゴ礁のシライトイソギンチャクやハタゴイソギン
チャクと共生する。水深
2～20m。
分布：インドネシアや西オーストラリアにかけての西太平洋。
日本では沖縄以南に分布する。
レア度：★★★☆☆
人気：★★★★☆

撮り易さ：★★★☆☆",sejirokumanomi5.jpg,sejirokumanomi6.jpg
レモンスズメダイ,King demoiselle,lemonsuzumedai4.jpg,スズメダイ科,"全長：6cm
生息：浅いサンゴ礁域。
分布：琉球列島、西太平洋。
レア度：★★☆☆☆
人気：★★★☆☆
撮り易さ：★★☆☆☆",lemonsuzumedai5.jpg,lemonsuzumedai1.jpg
チャコールダムゼル,Charcoal damsel,charcoaldamsel1.jpg,スズメダイ科,"全長：10cm
生息：サンゴ礁域。
分布：インドネシアからグレートバリアリーフ。
レア度：★★★☆☆
人気：★★☆☆☆
撮り易さ：★★☆☆☆",charcoaldamsel2.jpg,charcoaldamsel3.jpg
サウスシーズデビル,Southseas devil,southseasdevil2.jpg,スズメダイ科,"全長：6cm
生息：サンゴ礁、岩礁域に生息する。
分布：グレートバリアリーフからサモア、西部太平洋
レア度：★★★★☆

人気：★★★☆☆
撮り易さ：★★☆☆☆",southseasdevil3.jpg,southseasdevil4.jpg
ゴールドバックダムゼル,Goldback damsel,goldbackdamsel1.jpg,スズメダイ科,"全長：9cm
生息：浅いサンゴ礁域。
分布：フィリピンからパラオ、ニューギニア
レア度：★★★★☆

人気：★★★☆☆
撮り易さ：★★☆☆☆",欠損,欠損
アラビアンクロミス,Arabian chromis,arabianchromis1.jpg,スズメダイ科,"全長：7cm
分布：紅海、ペルシア湾
レア度：★★★★☆

人気：★★☆☆☆
写真映え：★★☆☆☆
浅いサンゴ礁域に生息する。紅海、ペルシア湾の固有種。",arabianchromis2.jpg,欠損
ハナダイダマシ,Fusilier damsel,hanadaidamashi3.jpg,スズメダイ科,"全長：5cm
生息：潮通しのよいサンゴ礁域
分布：琉球列島、東アフリカからインド洋、西太平洋に分布。
レア度：★★★☆☆
人気：★★★★☆

撮り易さ：★★★☆☆
ハナダイの仲間の群れに混じっていることが多い。",hanadaidamashi1.jpg,hanadaidamashi2.jpg
メガネスズメダイ,Speckled damsel,meganesuzumedai1.jpg,スズメダイ科,"全長：8cm
生息：サンゴ礁、岩礁域に生息する。
分布：和歌山県以南、西太平洋。
レア度：★★★☆☆
人気：★★★★☆

撮り易さ：★★☆☆☆
尾部が白いことでクロメガネスズメダイと区別できる。",meganesuzumedai2.jpg,欠損
カレハスズメダイ,Agile chromis,karehasuzumedai1.jpg,スズメダイ科,"全長：5cm
生息：サンゴ礁域を遊泳する。
分布：小笠原諸島。
レア度：★★★★★
人気：★★★☆☆
撮り易さ：★★★☆☆",karehasuzumedai2.jpg,karehasuzumedai3.jpg
セダカスズメダイ,Japanese gregory,sedakasuzumedai1.jpg,スズメダイ科,"全長：14cm
生息：サンゴ礁、岩礁域。
分布：千葉県以南、台湾。
レア度：★★★☆☆
人気：★★☆☆☆
撮り易さ：★★☆☆☆",欠損,欠損
マイリーズデモワゼル,Miry's demoiselle,mirysdemoiselle1.jpg,スズメダイ科,"全長：10cm
分布：紅海、オマーン湾
レア度：★★★★☆

人気：★★☆☆☆
写真映え：★★☆☆☆
浅いサンゴ礁、岩礁域に生息する。",欠損,欠損
スミレスズメダイ,Violet demoiselle,sumiresuzumedai2.jpg,スズメダイ科,"全長：7cm
生息：浅いサンゴ礁、岩礁域。
分布：インドネシア、フィリピンからバヌアツまで。
レア度：★★★★☆

人気：★★☆☆☆
撮り易さ：★★☆☆☆",sumiresuzumedai3.jpg,sumiresuzumedai4.jpg
ウェッジスポットダムゼル,Wedgespot damsel,wedgespotdamsel2.jpg,スズメダイ科,"全長：8cm
生息：内湾のサンゴ礁域
分布：タイ、インドネシアなどの西部太平洋
レア度：★★★★☆

人気：★★★☆☆
撮り易さ：★★☆☆☆",wedgespotdamsel3.jpg,wedgespotdamsel1.jpg
アオスジスズメダイ,Blueline demoiselle,aosujisuzumedai1.jpg,スズメダイ科,"全長：5cm
生息：サンゴ礁、岩礁域に生息する。水深
2～60m。
分布：琉球列島、西太平洋。
レア度：★★★★☆

人気：★★★★☆

撮り易さ：★★☆☆☆",aosujisuzumedai2.jpg,欠損
ミスジスズメダイ,Threeband demoiselle,misujisuzumedai3.jpg,スズメダイ科,"全長：6cm
生息：サンゴ礁、岩礁域に生息する。水深
2～60m。
分布：伊豆半島以南、西太平洋。
レア度：★★★☆☆
人気：★★☆☆☆
撮り易さ：★★★☆☆",misujisuzumedai4.jpg,misujisuzumedai1.jpg
アウターリーフダムゼル,Outer-reef damsel,outerreefdamsel1.jpg,スズメダイ科,"全長：10cm
生息：潮通しのよいサンゴ礁域
分布：パラオ、西部太平洋
レア度：★★★★☆

人気：★★★☆☆
撮り易さ：★★☆☆☆",欠損,欠損
オビキュラーダムゼル,Orbicular damsel,orbiculardamsel2.jpg,スズメダイ科,"全長：12cm
生息：サンゴ礁域。
分布：ニューカレドニア
レア度：★★★★☆

人気：★★★☆☆
撮り易さ：★★☆☆☆",orbiculardamsel1.jpg,欠損
ミヤケスズメダイ,Pearl-spot chromis,miyakesuzumedai1.jpg,スズメダイ科,"全長：15cm
生息：岩礁域に群れで遊泳する。
分布：伊豆半島、三宅島。
レア度：★★☆☆☆
人気：★☆☆☆☆
撮り易さ：★★★☆☆
スズメダイの地方亜種。",欠損,欠損
カザリスズメダイ,Barhead damsel,kazarisuzumedai1.jpg,スズメダイ科,"全長：10cm
生息：サンゴ礁、岩礁域に生息する。水深
15～45m。
分布：インドネシア、フィリピンからパラオ、ニューギニアまで。
レア度：★★★★☆

人気：★★★☆☆
撮り易さ：★★☆☆☆",欠損,欠損
ジャイアントダムセルフィッシュ,Giant damselfish,giantdamselfish2.jpg,スズメダイ科,"全長：30cm
分布：東部太平洋
レア度：★★★★☆

人気：★★★☆☆
写真映え：★★★☆☆
水深10m以浅の岩礁域にすむ。大型のスズメダイ。",giantdamselfish1.jpg,欠損
ココアダムゼルフィッシュ,Cocoa damselfish,cocoadamselfish1.jpg,スズメダイ科,"全長：10cm
分布：西部大西洋、カリブ海
レア度：★★★☆☆
人気：★★★★☆

写真映え：★★★★☆

色合いは珍しく、観賞魚として飼育されることもある。",cocoadamselfish2.jpg,欠損
サンシャインクロミス,Sunshine chromis,sunshinechromis1.jpg,スズメダイ科,"全長：15cm
分布：西部大西洋、カリブ海
レア度：★★★☆☆
人気：★★★☆☆
写真映え：★★★★☆

幼魚は鮮やかな青色と黄色の体色で美しい。",sunshinechromis2.jpg,欠損
ネッタイスズメダイ,Lemon damsel,nettaisuzumedai4.jpg,スズメダイ科,"全長：8cm
生息：サンゴ礁域。
分布：高知県、琉球列島、西太平洋。
レア度：★★☆☆☆
人気：★★☆☆☆
撮り易さ：★★☆☆☆",nettaisuzumedai5.jpg,nettaisuzumedai3.jpg
ブルーアクシルクロミス,Blue-axil chromis,blueaxilchromis1.jpg,スズメダイ科,"全長：5cm
生息：潮通しのよいサンゴ礁、岩礁域。
分布：インド洋から西部太平洋
レア度：★★★★☆

人気：★★★☆☆
撮り易さ：★★☆☆☆",欠損,欠損
バロウズダムゼル,Burrough's damsel,burroughsdamsel2.jpg,スズメダイ科,"全長：8cm
生息：浅いサンゴ礁域。
分布：インドネシア、フィリピンからパラオ、ニューギニアまで。
レア度：★★★☆☆
人気：★★☆☆☆
撮り易さ：★★☆☆☆",burroughsdamsel1.jpg,欠損
クジャクスズメダイ,Saphaire damsel,kujakusuzumedai2.jpg,スズメダイ科,"全長：12cm
生息：浅いサンゴ礁、岩礁域。
分布：琉球列島、東アフリカからインド洋、太平洋。
レア度：★★★☆☆
人気：★★★☆☆
撮り易さ：★★☆☆☆",kujakusuzumedai1.jpg,欠損
ハワイアングレゴリー,Hawaiian Gregory,hawaiiangregory1.jpg,スズメダイ科,"全長：12cm
分布：ハワイ固有種
レア度：★★★★☆

人気：★★☆☆☆
写真映え：★★☆☆☆
岩礁域の斜面に見られる。ハワイでは普通種。",欠損,欠損
コビトスズメダイ,Midget chromis,kobitosuzumedai2.jpg,スズメダイ科,"全長：5cm
生息：サンゴ礁域を遊泳する。
分布：小笠原諸島、慶良間諸島、西太平洋。
レア度：★★★★☆

人気：★★★☆☆
撮り易さ：★★☆☆☆",kobitosuzumedai3.jpg,kobitosuzumedai1.jpg
レッドシーダッシラス,Red Sea dascyllus,redseadascyllus1.jpg,スズメダイ科,"全長：6cm
分布：紅海
レア度：★★★★☆

人気：★★★☆☆
写真映え：★★★★☆

浅いサンゴ礁、岩礁域。",redseadascyllus2.jpg,欠損
ブラックスポットダムゼル,Blackspot damsel,blackspotdamsel1.jpg,スズメダイ科,"全長：12cm
生息：サンゴ礁、岩礁域。
分布：フィリピン、インドネシア。
レア度：★★★☆☆
人気：★★☆☆☆
撮り易さ：★★☆☆☆",blackspotdamsel2.jpg,欠損
ゴールドベリーダムゼル,Goldbelly damsel,goldbellydamsel2.jpg,スズメダイ科,"全長：6cm
分布：中西部太平洋
レア度：★★★☆☆
人気：★★★★☆

写真映え：★★★★★
ソラスズメダイより腹部の黄色部分が大きく明確。フィリピンやインドネシアでよく見られる。",goldbellydamsel1.jpg,欠損
コーラルデモワゼル,Coral demoiselle,coraldemoiselle3.jpg,スズメダイ科,"全長：6cm
生息：内湾の浅いサンゴ礁域。
分布：フィリピンからパヌアツ
レア度：★★★★☆

人気：★★★☆☆
撮り易さ：★★☆☆☆",coraldemoiselle2.jpg,coraldemoiselle1.jpg
コガネスズメダイ,White-caudal chromis,koganesuzumedai5.jpg,スズメダイ科,"全長：15cm
生息：岩礁域の底層。
分布：伊豆半島以南、西太平洋。
レア度：★★★☆☆
人気：★★★☆☆
撮り易さ：★★★☆☆",koganesuzumedai1.jpg,koganesuzumedai2.jpg
ホワイトレイズサージェント,Whitley's sergeant,whitleyssergeant1.jpg,スズメダイ科,"全長：14cm
生息：浅いサンゴ礁、岩礁域。
分布：グレートバリアリーフからニューカレドニア
レア度：★★★★☆

人気：★★★☆☆
撮り易さ：★★☆☆☆",欠損,欠損
クラカオスズメダイ,Staghorn damsel,kurakaosuzumedai3.jpg,スズメダイ科,"全長：12cm
生息：浅いサンゴ礁域。
分布：琉球列島、インド洋から太平洋。
レア度：★★☆☆☆
人気：★★☆☆☆
撮り易さ：★★★☆☆",kurakaosuzumedai7.jpg,kurakaosuzumedai4.jpg
ホワイトテールグレゴリー,Whitetail gregory,whitetailgregory1.jpg,スズメダイ科,"全長：14cm
分布：中西部太平洋
レア度：★★★☆☆
人気：★★☆☆☆
写真映え：★★☆☆☆
メキシコ沿岸やガラパゴス諸島でよく見られる。胸鰭先端の黄色と腹鰭、臀鰭縁の青色が特徴。サンゴ礁、岩礁域に生息する。",欠損,欠損
ダンダラスズメダイ,Honey-head damsel,dandarasuzumedai3.jpg,スズメダイ科,"全長：17cm
生息：浅いサンゴ礁域。
分布：琉球列島、西太平洋。
レア度：★★☆☆☆
人気：★★☆☆☆
撮り易さ：★★☆☆☆
この種の成魚は、よくダイバーに噛み付いてくる。",dandarasuzumedai4.jpg,dandarasuzumedai1.jpg
ハナビラクマノミ,Pink Anemonefish,hanabirakumanomi1.jpg,スズメダイ科,"全長：9cm
生息：潮通しの良いサンゴ礁のシライトイソギンチャクと共生する。
分布：インドネシアや西オーストラリアにかけての西太平洋。
日本では奄美大島以南に分布する。
レア度：★★★☆☆
人気：★★★★☆

撮り易さ：★★★☆☆
セジロクマノミに似ているが頭部に白色横帯で区別できる。",hanabirakumanomi2.jpg,hanabirakumanomi3.jpg
イワサキスズメダイ,Brighteye damselfish,iwasakisuzumedai1.jpg,スズメダイ科,"全長：6cm
分布：琉球半島、インド洋から太平洋。
レア度：★★★☆☆
人気：★★★☆☆
写真映え：★★★☆☆
水深1m程の浅瀬やタイドプールで見られることもある。英名にもある通り、猫目が輝く。",欠損,欠損
ハワイアンサージェント,Hawaiian Sergeant,hawaiiansergeant1.jpg,スズメダイ科,"全長：20cm
分布：ハワイ固有種
レア度：★★★★☆

人気：★★★☆☆
写真映え：★★★☆☆
ハワイにのみ分布するハワイアンサージェント。ハワイでのダイビングでは定番種。大きな群れを作っていたり、岩場で卵を守っていたりと、様々な姿を見せてくれる。",hawaiiansergeant3.jpg,hawaiiansergeant2.jpg
ダスキーアネモネフィッシュ,Dusky anemonefish,duskyanemonefish6.jpg,スズメダイ科,"全長：14cm
生息：岩礁帯のイソギンチャクと共生している。水深
2～10m。
分布：インドネシア、フィリピンからグレートバリアリーフ
レア度：★★★☆☆
人気：★★★☆☆
撮り易さ：★★★☆☆
ハマクマノミに似るが本種の方がより黒ずんだ体色をしている。レッドアンドブラックアネモネフィッシュの地理的色彩変異とされている。",duskyanemonefish5.jpg,duskyanemonefish3.jpg
ハクセンスズメダイ,Whiteband damsel,hakusensuzumedai2.jpg,スズメダイ科,"全長：10cm
生息：浅いサンゴ礁、岩礁域。
分布：千葉県以南、西太平洋。
レア度：★★★☆☆
人気：★★☆☆☆
撮り易さ：★★☆☆☆",hakusensuzumedai1.jpg,欠損
マツバスズメダイ,Smokey chromis,matsubasuzumedai1.jpg,スズメダイ科,"全長：12cm
生息：岩礁域の中底層。
分布：秋田県以南、東南アジアから西太平洋。
レア度：★★☆☆☆
人気：★★☆☆☆
撮り易さ：★★★☆☆",欠損,欠損
コルテスダムセルフィッシュ,Cortez damselfish,cortezdamselfish3.jpg,スズメダイ科,"全長：10cm
分布：東部太平洋
レア度：★★★☆☆
人気：★★☆☆☆
写真映え：★★★☆☆
幼魚は青色が鮮やかだが、成魚は黒ずんだ色をしている。",cortezdamselfish2.jpg,cortezdamselfish1.jpg
クロオビスズメダイ,Black-bar chromis,kuroobisuzumedai4.jpg,スズメダイ科,"全長：5cm
生息：潮通しのよいサンゴ礁周囲。
分布：琉球列島、西太平洋。
レア度：★★★☆☆
人気：★★★☆☆
撮り易さ：★★☆☆☆",kuroobisuzumedai5.jpg,kuroobisuzumedai1.jpg
シコクスズメダイ,Bicolor chromis,shikokusuzumedai1.jpg,スズメダイ科,"全長：8cm
生息：潮通しのよいサンゴ礁、岩礁域。
分布：千葉県以南、西太平洋。
レア度：★★☆☆☆
人気：★★★☆☆
撮り易さ：★★★☆☆",shikokusuzumedai6.jpg,shikokusuzumedai5.jpg
キホシスズメダイ,Yellow-spotted chromis,kihoshisuzumedai4.jpg,スズメダイ科,"全長：15cm
生息：岩礁域に群れで遊泳する。
分布：伊豆半島以南、西太平洋。
レア度：★★☆☆☆
人気：★★☆☆☆
撮り易さ：★★★☆☆",kihoshisuzumedai6.jpg,kihoshisuzumedai5.jpg
ロクセンスズメダイ,Scissortail sergeant,rokusensuzumedai3.jpg,スズメダイ科,"全長：18cm
生息：浅いサンゴ礁、岩礁域。
分布：伊豆半島以南、インド洋から太平洋。
レア度：★☆☆☆☆
人気：★★☆☆☆
撮り易さ：★★★☆☆",rokusensuzumedai5.jpg,rokusensuzumedai4.jpg
オキナワスズメダイ,Richardson's reef-damsel,okinawasuzumedai6.jpg,スズメダイ科,"全長：8cm
分布：琉球列島、インド洋から太平洋。
レア度：★★★☆☆
人気：★★★☆☆
写真映え：★★★☆☆
サンゴ礁域の中底層に群生する。",okinawasuzumedai7.jpg,okinawasuzumedai5.jpg
クロソラスズメダイ,Dasky gregory,kurosorasuzumedai1.jpg,スズメダイ科,"全長：10cm
生息：サンゴ礁域のガレ場
分布：奄美大島以南、東アフリカから西太平洋。
レア度：★★★☆☆
人気：★★☆☆☆
撮り易さ：★★☆☆☆",欠損,欠損
タカサゴスズメダイ,Weber's chromis,takasagosuzumedai2.jpg,スズメダイ科,"全長：12cm
分布：三宅島、琉球列島、紅海からインド洋、西太平洋に分布。
レア度：★★★☆☆
人気：★★☆☆☆
写真映え：★★☆☆☆
岩礁域に生息する。水深
3～20m。",takasagosuzumedai1.jpg,欠損
モンツキスズメダイ,Alexander's damsel,montsukisuzumedai2.jpg,スズメダイ科,"全長：8cm
生息：サンゴ礁域。水深
5-30mに分布。
分布：琉球列島、西太平洋。
レア度：★★★☆☆
人気：★★☆☆☆
撮り易さ：★★☆☆☆",montsukisuzumedai4.jpg,montsukisuzumedai1.jpg
ナガサキスズメダイ,Nagasaki damsel,nagasakisuzumedai6.jpg,スズメダイ科,"全長：12cm
生息：サンゴ礁、岩礁域に生息する。水深
2～60m。
分布：千葉県以南、西太平洋。
レア度：★★☆☆☆
人気：★★☆☆☆
撮り易さ：★★☆☆☆",nagasakisuzumedai5.jpg,nagasakisuzumedai3.jpg
カブラヤスズメダイ,Ternate chromis,kaburayasuzumedai3.jpg,スズメダイ科,"全長：9cm
生息：潮通しのよいサンゴ礁周囲。
分布：琉球列島、紅海からインド洋、西太平洋に分布。
レア度：★★★☆☆
人気：★★☆☆☆
撮り易さ：★★☆☆☆",kaburayasuzumedai4.jpg,kaburayasuzumedai2.jpg
トレイシーズデモワゼル,Tracey's demoiselle,traceysdemoiselle2.jpg,スズメダイ科,"全長：6cm
生息：サンゴ礁、岩礁域に生息する。水深
2～60m。
分布：フィリピンからミクロネシアの西太平洋。
レア度：★★★☆☆
人気：★★☆☆☆
撮り易さ：★★☆☆☆",traceysdemoiselle3.jpg,traceysdemoiselle1.jpg
イシガキスズメダイ,Blackbar damsel,ishigakisuzumedai3.jpg,スズメダイ科,"全長：10cm
生息：サンゴ礁域。
分布：和歌山県以南、インド洋から太平洋。
レア度：★★★☆☆
人気：★★★☆☆
撮り易さ：★★☆☆☆",ishigakisuzumedai2.jpg,ishigakisuzumedai1.jpg
イエローエッジクロミス,Yellow-edge chromis,yellowedgechromis1.jpg,スズメダイ科,"全長：13cm
分布：紅海、西インド洋
レア度：★★★☆☆
人気：★★☆☆☆
写真映え：★★☆☆☆
潮通しのよいサンゴ礁、岩礁域の斜面に群れを形成する。",欠損,欠損
ロングフィンダムゼル,Longfin Damselfish,longfindamselfish1.jpg,スズメダイ科,"全長：12cm
分布：西部大西洋、カリブ海
レア度：★★★☆☆
人気：★★★☆☆
写真映え：★★★☆☆
幼魚は黄色い体色に青線で美しい。",欠損,欠損
タルボットデモワゼル,Talbot's demoiselle,talbotsdemoiselle2.jpg,スズメダイ科,"全長：6cm
生息：浅いサンゴ礁、岩礁域。
分布：インドネシアからフィジー。
レア度：★★★☆☆
人気：★★★☆☆
撮り易さ：★★☆☆☆",talbotsdemoiselle1.jpg,talbotsdemoiselle3.jpg
ヒレナガスズメダイ,Yellowtail damsel,hirenagasuzumedai2.jpg,スズメダイ科,"全長：12cm
生息：サンゴ礁、岩礁域に生息する。水深
2～60m。
分布：高知県以南、インド洋から太平洋。
レア度：★★★☆☆
人気：★★★★☆

撮り易さ：★★☆☆☆",hirenagasuzumedai5.jpg,hirenagasuzumedai6.jpg
ヒレグロスズメダイ,Dark-fin chromis,hiregurosuzumedai1.jpg,スズメダイ科,"全長：10cm
生息：潮通しのよいサンゴ礁、岩礁域。
分布：三宅島以南、西太平洋。
レア度：★★★☆☆
人気：★★☆☆☆
撮り易さ：★★★☆☆",hiregurosuzumedai2.jpg,欠損
ヒマワリスズメダイ,Yellow chromis,himawarisuzumedai3.jpg,スズメダイ科,"全長：15cm
生息：岩礁域の底層。
分布：伊豆半島以南、西太平洋。
レア度：★★★☆☆
人気：★★★☆☆
撮り易さ：★★★☆☆",himawarisuzumedai1.jpg,himawarisuzumedai2.jpg
ヤマブキスズメダイ,Golden damsel,yamabukisuzumedai4.jpg,スズメダイ科,"全長：15cm
生息：サンゴ礁域。
分布：琉球列島、インド洋から太平洋。
レア度：★★☆☆☆
人気：★★★☆☆
撮り易さ：★★☆☆☆",yamabukisuzumedai2.jpg,yamabukisuzumedai1.jpg
レッドシーアネモネフィッシュ,Red sea anemonefish,redseaanemonefish6.jpg,スズメダイ科,"全長：14cm
分布：紅海
レア度：★★★★☆

人気：★★★★☆

写真映え：★★★★☆

ツーバンドアネモネフィッシュとも呼ばれている。岩礁帯のイソギンチャクと共生している。紅海固有種。",redseaanemonefish1.jpg,redseaanemonefish2.jpg
